#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales
1.0,91200.0,4890000.0,Subvencions a entitats ciutadanes,,9.0,4.0,40000.0
1.0,91200.0,4890016.0,Subvencions entitats menorquines,,9.0,4.0,30000.0
1.0,91200.0,4890056.0,Grups polítics,,9.0,4.0,130000.0
1.0,91200.0,4890117.0,Aportació a entitats associatives institucionals,,9.0,4.0,28500.0
1.0,91200.0,6230000.0,Maquinaria,,9.0,6.0,1000.0
1.0,91200.0,6230001.0,Adquisició equips d'imatge i so (comunicació),,9.0,62300.0,5000.0
1.0,91200.0,6400000.0,Dia de les Illes Balears,,9.0,6.0,30000.0
1.0,92501.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,9733.1
1.0,92501.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,4192.2
1.0,92501.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,4484.03
1.0,92501.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,763.72
1.0,92501.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,2077.2
1.0,92501.0,1600000.0,Seguretat Social,,9.0,1.0,6661.95
1.0,92501.0,2269900.0,Despeses diverses,,9.0,2.0,2500.0
1.0,92501.0,2302000.0,Indemnitzacions per raó del servei. Dietes.,,9.0,2.0,1000.0
1.0,92501.0,2310000.0,Indemnitzacions per raó del servei. Quilometratge.,,9.0,2.0,1000.0
1.0,92910.0,2269900.0,Despeses diverses,,9.0,2.0,8000.0
1.0,92910.0,4890014.0,Fons Menorquí de Cooperació,,9.0,4.0,673000.0
1.0,92910.0,4890015.0,Emergències humanitàries i accions diverses,,9.0,4.0,7000.0
1.0,92910.0,4890016.0,Fundació Vicenç Ferrer,,9.0,4.0,3780.0
2.0,1100.0,3520000.0,Interessos de demora,,0.0,3.0,15000.0
2.0,1100.0,3520010.0,Interessos expropiació,,0.0,3.0,80000.0
2.0,92000.0,1010000.0,Retribucions bàsiques personal gabinet,,9.0,1.0,48041.14
2.0,92000.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,26816.88
2.0,92000.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,77550.7
2.0,92000.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,10555.79
2.0,92000.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,32948.98
2.0,92000.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,13908.09
2.0,92000.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,42788.29
2.0,92000.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1996.96
2.0,92000.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,6150.1
2.0,92000.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,39646.94
2.0,92000.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,4689.36
2.0,92000.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,12772.56
2.0,92000.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,3555.84
2.0,92000.0,1600000.0,Seguretat Social,,9.0,1.0,95261.36
2.0,92000.0,2120000.0,Manteniment edificis i altres,,9.0,2.0,4600.0
2.0,92000.0,2130000.0,Manteniment i reparació d'instal.lacions i maquinària,,9.0,2.0,68195.32
2.0,92000.0,2140000.0,Manteniment elements de transport,,9.0,2.0,3000.0
2.0,92000.0,2200000.0,Material d'oficina ordinari,,9.0,2.0,44000.0
2.0,92000.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,9000.0
2.0,92000.0,2210000.0,Subministraments energia elèctrica ,,9.0,2.0,170000.0
2.0,92000.0,2210100.0,Subministraments aigua,,9.0,2.0,7000.0
2.0,92000.0,2210300.0,Subministrament combustible,,9.0,2.0,1500.0
2.0,92000.0,2219900.0,Subministraments diversos,,9.0,2.0,25000.0
2.0,92000.0,2220000.0,Comunicacions ,,9.0,2.0,103855.85
2.0,92000.0,2229900.0,Servei de valisa,,9.0,2.0,70000.0
2.0,92000.0,2230000.0,Transports,,9.0,2.0,1000.0
2.0,92000.0,2240000.0,Assegurances,,9.0,2.0,85000.0
2.0,92000.0,2250200.0,Tributs entitats locals,,9.0,2.0,52000.0
2.0,92000.0,2260100.0,Despeses de protocol,,9.0,2.0,300.0
2.0,92000.0,2260400.0,Despeses jurídiques,,9.0,2.0,10000.0
2.0,92000.0,2260600.0,Reunions,,9.0,2.0,2500.0
2.0,92000.0,2269900.0,Despeses diverses,,9.0,2.0,5000.0
2.0,92000.0,2270000.0,Prestació de serveis: Neteja,,9.0,2.0,200000.0
2.0,92000.0,2270001.0,Prestació de serveis: Seguretat,,9.0,2.0,333000.0
2.0,92000.0,2270600.0,Estudis i treballs tècnics,,9.0,2.0,3825.0
2.0,92000.0,2279900.0,Servei de destrucció de documents,,9.0,2.0,5000.0
2.0,92000.0,6230000.0,Maquinària,,9.0,6.0,12500.0
2.0,92000.0,6250000.0,Mobiliari,,9.0,6.0,5000.0
2.0,92010.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,14003.5
2.0,92010.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,14992.65
2.0,92010.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,6363.6
2.0,92010.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,6363.6
2.0,92010.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,6156.04
2.0,92010.0,1210101.0,Compl.Destí personal funcionari interí,,9.0,1.0,9424.06
2.0,92010.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1129.39
2.0,92010.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,1236.39
2.0,92010.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,1996.2
2.0,92010.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,2612.16
2.0,92010.0,1600000.0,Seguretat Social,,9.0,1.0,18520.34
2.0,92010.0,2160000.0,Reparació i manteniment equips informàtics,,9.0,2.0,11000.0
2.0,92010.0,2200200.0,Material informàtic no inventariable,,9.0,2.0,9000.0
2.0,92010.0,2279902.0,Contractes serveis,,9.0,2.0,1118165.67
2.0,92010.0,6260800.0,Equips informàtics,,9.0,6.0,235786.06
2.0,92010.0,6410000.0,Despeses en aplicacions informàtiques,,9.0,6.0,167767.81
2.0,92010.0,6410400.0,Programes informàtics,,9.0,6.0,9000.0
2.0,92020.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,67935.57
2.0,92020.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,171335.06
2.0,92020.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,33329.79
2.0,92020.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,70709.03
2.0,92020.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,31388.21
2.0,92020.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,94267.49
2.0,92020.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,6067.25
2.0,92020.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,13554.32
2.0,92020.0,1430000.0,Personal alliberat,,9.0,1.0,55118.77
2.0,92020.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,8600.76
2.0,92020.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,30142.92
2.0,92020.0,1510000.0,Gratificacions ,,9.0,1.0,20904.15
2.0,92020.0,1530000.0,Nits i festius per conveni,,9.0,1.0,117103.22
2.0,92020.0,1600000.0,Seguretat Social,,9.0,1.0,153174.46
2.0,92020.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,485729.46
2.0,92020.0,1620000.0,Matriculació a cursos de formació,,9.0,1.0,5000.0
2.0,92020.0,1620400.0,Ajuts Socials segons conveni,,9.0,1.0,56747.47
2.0,92020.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,500.0
2.0,92020.0,2210400.0,Subministrament vestuari -,,9.0,2.0,800.0
2.0,92020.0,2230607.0,Transport Pla Insular de Formació Continuada,,9.0,2.0,500.0
2.0,92020.0,2260400.0,Despeses Jurídiques,,9.0,2.0,20000.0
2.0,92020.0,2260607.0,Pla Insular de Formació Continuada,,9.0,2.0,27000.0
2.0,92020.0,2260700.0,Assistència a tribunals oposicions i proves selectives,,9.0,2.0,15000.0
2.0,92020.0,2260701.0,Despeses diverses relacionades amb l'organització OPOS,,9.0,2.0,5000.0
2.0,92020.0,2270620.0,Estudis i treballs tècnics.,,9.0,2.0,15000.0
2.0,92020.0,2330000.0,Dietes teletreball,,9.0,2.0,15000.0
2.0,92020.0,8300000.0,Préstecs a curt termini,,9.0,8.0,275000.0
2.0,92060.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,21643.2
2.0,92060.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,93042.57
2.0,92060.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,8217.75
2.0,92060.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,46171.64
2.0,92060.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,10336.07
2.0,92060.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,59356.39
2.0,92060.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1418.54
2.0,92060.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,9597.69
2.0,92060.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,20046.71
2.0,92060.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,3555.84
2.0,92060.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,15177.48
2.0,92060.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,2077.2
2.0,92060.0,1600000.0,Seguretat Social,,9.0,1.0,85711.8
2.0,92060.0,2220300.0,Informàtiques,,9.0,2.0,3200.0
2.0,92061.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,20986.92
2.0,92061.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,34099.64
2.0,92061.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,8217.75
2.0,92061.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,16435.5
2.0,92061.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,10336.07
2.0,92061.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,20672.13
2.0,92061.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1418.54
2.0,92061.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,2837.08
2.0,92061.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,3555.84
2.0,92061.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,7111.68
2.0,92061.0,1600000.0,Seguretat Social,,9.0,1.0,36949.58
2.0,92061.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,18000.0
2.0,92061.0,2260400.0,Despeses jurídiques,,9.0,2.0,12000.0
2.0,92061.0,2269900.0,Despeses diverses,,9.0,2.0,1500.0
2.0,92080.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,16524.04
2.0,92080.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,65681.77
2.0,92080.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,8217.75
2.0,92080.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,26991.29
2.0,92080.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,6156.04
2.0,92080.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,34580.23
2.0,92080.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1129.39
2.0,92080.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,4837.19
2.0,92080.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,1996.2
2.0,92080.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,11801.04
2.0,92080.0,1600000.0,Seguretat Social,,9.0,1.0,54679.96
2.0,92230.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,96734.03
2.0,92230.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,7220.52
2.0,92230.0,1600000.0,Seguretat Social,,9.0,1.0,32743.13
2.0,92230.0,2269900.0,Despeses diverses,,9.0,2.0,500.0
2.0,92230.0,2279900.0,Contracte higiene industrial i medicina del treball,,9.0,2.0,90000.0
2.0,92230.0,2310000.0,Indemnització per raó del servei. Quilometratge,,9.0,2.0,200.0
2.0,92500.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,164872.15
2.0,92500.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,90659.51
2.0,92500.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,84757.79
2.0,92500.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,36283.9
2.0,92500.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,107312.71
2.0,92500.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,48241.28
2.0,92500.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,10948.9
2.0,92500.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,8558.32
2.0,92500.0,1300000.0,Retribucions personal laboral fix ,,9.0,1.0,44977.33
2.0,92500.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,28401.24
2.0,92500.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,17632.08
2.0,92500.0,1501000.0,Productivitat personal laboral fix,,9.0,1.0,3697.92
2.0,92500.0,1600000.0,Seguretat Social,,9.0,1.0,181122.41
2.0,92500.0,2310000.0,Indemnitzacions per raó del servei. Quilometratges,,9.0,2.0,2000.0
2.0,92900.0,5000000.0,Dotació al Fons de Contingència,,9.0,5.0,200000.0
2.0,92900.0,5000001.0,Fons de contingència retribucions addicionals,,9.0,5.0,280000.0
2.0,93100.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,37851.35
2.0,93100.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,149805.79
2.0,93100.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,21977.92
2.0,93100.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,72051.1
2.0,93100.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,26372.17
2.0,93100.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,88312.58
2.0,93100.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,4800.7
2.0,93100.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,11931.3
2.0,93100.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,5633.04
2.0,93100.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,27594.48
2.0,93100.0,1600000.0,Seguretat Social,,9.0,1.0,130725.19
2.0,93100.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,5000.0
2.0,93100.0,2269902.0,Despeses diverses,,9.0,2.0,1000.0
2.0,93100.0,2302000.0,Indemnitzacions per raó del servei. Dietes,,9.0,2.0,500.0
2.0,93100.0,2310000.0,Indemnitzacions per raó del servei. Quilometratge,,9.0,2.0,500.0
2.0,93300.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,19346.61
2.0,93300.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,51284.17
2.0,93300.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,11253.85
2.0,93300.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,25305.12
2.0,93300.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,13604.09
2.0,93300.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,43168.28
2.0,93300.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1236.39
2.0,93300.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,5022.63
2.0,93300.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,21167.39
2.0,93300.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,2612.16
2.0,93300.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,10758.96
2.0,93300.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,1848.96
2.0,93300.0,1600000.0,Seguretat Social,,9.0,1.0,65271.97
2.0,93300.0,2120000.0,Manteniment Edificis i altres,,9.0,2.0,15000.0
2.0,93300.0,2130000.0,Manteniment i reparació d'instal.lacions i maquinària,,9.0,2.0,46350.0
2.0,93300.0,2140000.0,Manteniment elements de transport,,9.0,2.0,2000.0
2.0,93300.0,2160000.0,Manteniment equips per a processos d'informació,,9.0,2.0,2500.0
2.0,93300.0,2210300.0,Subministrament combustible,,9.0,2.0,2000.0
2.0,93300.0,2210400.0,Subministrament vestuari,,9.0,2.0,900.0
2.0,93300.0,2230000.0,Transports,,9.0,2.0,250.0
2.0,93300.0,2240000.0,Assegurances,,9.0,2.0,51800.0
2.0,93300.0,2250200.0,Tributs entitats locals,,9.0,2.0,1800.0
2.0,93300.0,2269902.0,Despeses diverses,,9.0,2.0,1000.0
2.0,93300.0,2270000.0,Prestació de serveis: Neteja,,9.0,2.0,700000.0
2.0,93300.0,2279906.0,Prestació de Serveis: Manteniment,,9.0,2.0,311000.0
2.0,93300.0,2279918.0,Prestació de Serveis: Manteniment jardins,,9.0,2.0,5000.0
2.0,93300.0,2279930.0,Prestació de Serveis: Desinsectació,,9.0,2.0,24000.0
2.0,93300.0,6230000.0,Maquinària,,9.0,6.0,10000.0
2.0,93300.0,6250000.0,Adquisició de mobiliari,,9.0,6.0,15000.0
2.0,93300.0,6321000.0,Millores i grans reparacions a centres pluridepartamentals,,9.0,6.0,85000.0
2.0,93300.0,6330000.0,Reposició maquinària,,9.0,6.0,10000.0
2.0,93300.0,6410000.0,Aplicacions informàtiques,,9.0,6.0,1750.0
3.0,23100.0,1010000.0,Retribucions bàsiques personal gabinet,3.0,2.0,1.0,96082.28
3.0,23100.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,3.0,2.0,1.0,24999.42
3.0,23100.0,1207001.0,Retribucions bàsiques personal funcionari interí,3.0,2.0,1.0,100880.22
3.0,23100.0,1210000.0,Complement destí personal funcionari de carrera,3.0,2.0,1.0,10918.34
3.0,23100.0,1210001.0,Complement destí personal funcionari interí,3.0,2.0,1.0,43142.97
3.0,23100.0,1210100.0,Complement específic personal funcionari de carrera,3.0,2.0,1.0,8968.06
3.0,23100.0,1210101.0,Complement específic personal funcionari interí,3.0,2.0,1.0,56696.37
3.0,23100.0,1210300.0,Altres complements personal funcionari de carrera,3.0,2.0,1.0,1911.14
3.0,23100.0,1210301.0,Altres complements personal funcionari interí,3.0,2.0,1.0,8147.06
3.0,23100.0,1310000.0,Retribucions personal laboral temporal,3.0,2.0,1.0,43302.27
3.0,23100.0,1500000.0,Productivitat personal funcionari de carrera,3.0,2.0,1.0,4154.4
3.0,23100.0,1500001.0,Productivitat personal funcionari interí,3.0,2.0,1.0,17461.92
3.0,23100.0,1501001.0,Productivitat personal laboral temporal,3.0,2.0,1.0,3774.12
3.0,23100.0,1600000.0,Seguretat Social,3.0,2.0,1.0,124689.08
3.0,23100.0,2120000.0,Manteniment Edificis i altres,3.0,2.0,2.0,3300.0
3.0,23100.0,2130000.0,Manteniment i reparació d'instal.lacions i maquinària,3.0,2.0,2.0,3500.0
3.0,23100.0,2130100.0,Manteniment maquinària,3.0,2.0,2.0,700.0
3.0,23100.0,2200100.0,Subscripcions i publicacions,3.0,2.0,2.0,600.0
3.0,23100.0,2210000.0,Subministraments energia elèctrica,3.0,2.0,2.0,14000.0
3.0,23100.0,2210100.0,Subministraments aigua,3.0,2.0,2.0,9000.0
3.0,23100.0,2210300.0,Subministrament combustible,3.0,2.0,2.0,5200.0
3.0,23100.0,2219900.0,Subministraments diversos,3.0,2.0,2.0,2000.0
3.0,23100.0,2230000.0,Transports,3.0,2.0,2.0,5000.0
3.0,23100.0,2250200.0,Tributs entitats locals,3.0,2.0,2.0,55000.0
3.0,23100.0,2260100.0,Despeses de protocol,3.0,2.0,2.0,600.0
3.0,23100.0,2260200.0,Difusió i campanyes de divulgació,3.0,2.0,2.0,1000.0
3.0,23100.0,2269900.0,Despeses diverses,3.0,2.0,2.0,2000.0
3.0,23100.0,2302000.0,Dietes,3.0,2.0,2.0,1000.0
3.0,23100.0,2310000.0,Indemnització per raó del servei. Quilometratges,3.0,2.0,2.0,1000.0
3.0,23100.0,4800011.0,Ajuts a entitats socials,3.0,2.0,4.0,500000.0
3.0,23100.0,4890018.0,Programa Transport Assistit,3.0,2.0,4.0,45000.0
3.0,23111.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,3.0,2.0,1.0,20979.35
3.0,23111.0,1210000.0,Complement destí personal funcionari de carrera,3.0,2.0,1.0,11253.85
3.0,23111.0,1210100.0,Complement específic personal funcionari de carrera,3.0,2.0,1.0,9804.06
3.0,23111.0,1210300.0,Altres complements personal funcionari de carrera,3.0,2.0,1.0,1236.39
3.0,23111.0,1500000.0,Productivitat personal funcionari de carrera,3.0,2.0,1.0,2612.16
3.0,23111.0,1600000.0,Seguretat social,3.0,2.0,1.0,11861.48
3.0,23111.0,2230000.0,Transports,3.0,2.0,2.0,2000.0
3.0,23111.0,2260200.0,Difusió i campanyes de divulgació,3.0,2.0,2.0,2500.0
3.0,23111.0,2269900.0,Despeses diverses,3.0,2.0,2.0,1500.0
3.0,23111.0,2279900.0,Prestació de serveis,3.0,2.0,2.0,20000.0
3.0,23111.0,2310000.0,Indemnitzacions per raó del servei. Quilometratges,3.0,2.0,2.0,500.0
3.0,23111.0,4620003.0,Finançament dels Serveis Socials Comunitaris Bàsics,3.0,2.0,4.0,2346255.94
3.0,23111.0,4620005.0,Ajuts finançament EMIF dels Ajuntaments,3.0,2.0,4.0,500000.0
3.0,23121.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,3.0,2.0,1.0,83024.22
3.0,23121.0,1207001.0,Retribucions bàsiques personal funcionari interí,3.0,2.0,1.0,75413.42
