#Org.,Prog.,Econ.,Denominación,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales
1.0,91200.0,1100000.0,Retribucions bàsiques i altres del personal eventual,,9.0,1.0,218906.29
1.0,91200.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,25624.28
1.0,91200.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,11193.66
1.0,91200.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,13079.93
1.0,91200.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,3322.47
1.0,91200.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,3992.4
1.0,91200.0,1600000.0,Seguretat Social,,9.0,1.0,316231.61
1.0,91200.0,1600002.0,Malaltia,,9.0,1.0,0.0
1.0,91200.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,0.0
1.0,91200.0,1620500.0,Assegurances Lot I. Vida i Accidents.,,9.0,1.0,0.0
1.0,91200.0,2130000.0,Manteniment i reparació d'instal.lacions i maquinària,,9.0,2.0,1300.0
1.0,91200.0,2140000.0,Manteniment d'elements de transport,,9.0,2.0,1000.0
1.0,91200.0,2200000.0,Material d'oficina ordinari,,9.0,2.0,650.0
1.0,91200.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,6000.0
1.0,91200.0,2210300.0,Subministrament combustible,,9.0,2.0,1000.0
1.0,91200.0,2220000.0,Comunicacions,,9.0,2.0,1000.0
1.0,91200.0,2230000.0,Transports,,9.0,2.0,7500.0
1.0,91200.0,2240000.0,Assegurances,,9.0,2.0,1100.0
1.0,91200.0,2250200.0,Tributs entitats locals,,9.0,2.0,3000.0
1.0,91200.0,2260100.0,Despeses de protocol,,9.0,2.0,15000.0
1.0,91200.0,2260200.0,Difusió i campanyes de divulgació,,9.0,2.0,70000.0
1.0,91200.0,2269900.0,Despeses diverses,,9.0,2.0,5000.0
1.0,91200.0,2300000.0,Dietes de càrrecs electes dels òrgans de govern,,9.0,2.0,1000.0
1.0,91200.0,2300001.0,Dietes membres oposició,,9.0,2.0,1000.0
1.0,91200.0,2301000.0,Dietes dierectors insulars,,9.0,2.0,1000.0
1.0,91200.0,2302000.0,Indemnitzacions per raó del servei. Dietes,,9.0,2.0,1500.0
1.0,91200.0,2310000.0,Indemnització per raó del servei. Quilometratge,,9.0,2.0,2700.0
1.0,91200.0,4110001.0,CESM,,9.0,4.0,27250.0
1.0,91200.0,4110003.0,Institut Menorquí d'Estudis,,9.0,4.0,727000.0
1.0,91200.0,4200000.0,Conveni modernització instal·lacions Guàrdia Civil a Menorca,,9.0,4.0,45000.0
1.0,91200.0,4890000.0,Subvencions a entitats ciutadanes,,9.0,4.0,30000.0
1.0,91200.0,4890016.0,Subvencions entitats menorquines,,9.0,4.0,15000.0
1.0,91200.0,4890056.0,Grups polítics,,9.0,4.0,120000.0
1.0,91200.0,4890117.0,Aportació a entitats associatives institucionals,,9.0,4.0,28500.0
1.0,91200.0,6220000.0,Inversions estatutàries Centre d'interpretació S'Enclusa,,9.0,6.0,1000000.0
1.0,91200.0,6230000.0,"Maquinaria, instal·lacions i estris",,9.0,6.0,1000.0
1.0,91200.0,6230001.0,Adquisició equips d'imatge i so (comunicació),,9.0,62300.0,5000.0
1.0,91200.0,6400000.0,Dia de les Illes Balears,,9.0,6.0,30000.0
1.0,92501.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,9358.09
1.0,92501.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,4030.67
1.0,92501.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,4311.26
1.0,92501.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,734.3
1.0,92501.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,2077.2
1.0,92501.0,1600000.0,Seguretat Social,,9.0,1.0,6430.36
1.0,92501.0,2269900.0,Despeses diverses,,9.0,2.0,2500.0
1.0,92501.0,2302000.0,Indemnitzacions per raó del servei. Dietes.,,9.0,2.0,1000.0
1.0,92501.0,2310000.0,Indemnitzacions per raó del servei. Quilometratge.,,9.0,2.0,1000.0
1.0,92910.0,2269900.0,Despeses diverses,,9.0,2.0,8000.0
1.0,92910.0,4890014.0,Fons Menorquí de Cooperació,,9.0,4.0,571000.0
1.0,92910.0,4890015.0,Emergències humanitàries i accions diverses,,9.0,4.0,7000.0
1.0,92910.0,4890016.0,Fundació Vicenç Ferrer,,9.0,4.0,3780.0
2.0,1100.0,3520000.0,Interessos de demora,,0.0,3.0,10000.0
2.0,1100.0,3520010.0,Interessos expropiació,,0.0,3.0,30000.0
2.0,1100.0,3590000.0,Interessos manteniment saldos comptes corrents,,0.0,3.0,135000.0
2.0,92000.0,1010000.0,Retribucions bàsiques personal gabinet,,9.0,1.0,47117.27
2.0,92000.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,24980.26
2.0,92000.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,54222.47
2.0,92000.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,10149.08
2.0,92000.0,1210001.0,Compl.Destí personal funcionari interí,,9.0,1.0,21374.69
2.0,92000.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,13372.21
2.0,92000.0,1210101.0,Compl.Destí personal funcionari interí,,9.0,1.0,28087.88
2.0,92000.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1920.02
2.0,92000.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,3063.32
2.0,92000.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,38119.35
2.0,92000.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,4689.36
2.0,92000.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,8563.68
2.0,92000.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,3555.84
2.0,92000.0,1600000.0,Seguretat Social,,9.0,1.0,76002.03
2.0,92000.0,2120000.0,Manteniment edificis i altres,,9.0,2.0,5000.0
2.0,92000.0,2130000.0,Manteniment i reparació d'instal.lacions i maquinària,,9.0,2.0,45000.0
2.0,92000.0,2140000.0,Manteniment elements de transport,,9.0,2.0,3000.0
2.0,92000.0,2200000.0,Material d'oficina ordinari,,9.0,2.0,40000.0
2.0,92000.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,9000.0
2.0,92000.0,2210000.0,Subministraments energia elèctrica,,9.0,2.0,105000.0
2.0,92000.0,2210100.0,Subministraments aigua,,9.0,2.0,7000.0
2.0,92000.0,2210300.0,Subministrament combustible,,9.0,2.0,750.0
2.0,92000.0,2210600.0,Subministrament de productes farmacèutics,,9.0,2.0,45000.0
2.0,92000.0,2219900.0,Subministraments diversos,,9.0,2.0,5000.0
2.0,92000.0,2220000.0,Comunicacions,,9.0,2.0,100000.0
2.0,92000.0,2229900.0,"Servei de valisa, missatgeria i correus",,9.0,2.0,70000.0
2.0,92000.0,2230000.0,Transports,,9.0,2.0,1000.0
2.0,92000.0,2240000.0,Assegurances,,9.0,2.0,85000.0
2.0,92000.0,2250200.0,Tributs entitats locals,,9.0,2.0,52000.0
2.0,92000.0,2260100.0,Despeses de protocol,,9.0,2.0,300.0
2.0,92000.0,2260400.0,Despeses jurídiques,,9.0,2.0,10000.0
2.0,92000.0,2260600.0,"Reunions, conferències i cursos",,9.0,2.0,2500.0
2.0,92000.0,2269900.0,Despeses diverses,,9.0,2.0,10000.0
2.0,92000.0,2270000.0,Prestació de serveis: Neteja,,9.0,2.0,230000.0
2.0,92000.0,2270001.0,Prestació de serveis: Seguretat,,9.0,2.0,215000.0
2.0,92000.0,2270600.0,Estudis i treballs tècnics,,9.0,2.0,3825.0
2.0,92000.0,2279900.0,Servei de destrucció de documents,,9.0,2.0,5000.0
2.0,92000.0,6230000.0,"Maquinària, instal.lacions i estris",,9.0,6.0,5000.0
2.0,92000.0,6250000.0,Mobiliari,,9.0,6.0,5000.0
2.0,92010.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,13059.96
2.0,92010.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,7207.5
2.0,92010.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,6118.41
2.0,92010.0,1210001.0,Compl.Destí personal funcionari interí,,9.0,1.0,3059.21
2.0,92010.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,5918.85
2.0,92010.0,1210101.0,Compl.Destí personal funcionari interí,,9.0,1.0,4530.48
2.0,92010.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1085.88
2.0,92010.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,594.38
2.0,92010.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,1996.2
2.0,92010.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,1306.08
2.0,92010.0,1600000.0,Seguretat Social,,9.0,1.0,12519.03
2.0,92010.0,2160000.0,Reparació i manteniment equips informatics,,9.0,2.0,17800.0
2.0,92010.0,2200200.0,Material informàtic no inventariable,,9.0,2.0,9000.0
2.0,92010.0,2279902.0,"Contractes serveis, materials i aplicacions informàtiques",,9.0,2.0,1654583.05
2.0,92010.0,6260800.0,Equips informàtics,,9.0,6.0,105800.0
2.0,92010.0,6410000.0,Despeses en aplicacions informàtiques,,9.0,6.0,175000.0
2.0,92010.0,6410400.0,Programes informàtics,,9.0,6.0,50000.0
2.0,92020.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,47695.51
2.0,92020.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,113407.19
2.0,92020.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,24144.47
2.0,92020.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,55449.28
2.0,92020.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,24259.98
2.0,92020.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,49444.69
2.0,92020.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,3360.51
2.0,92020.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,6295.86
2.0,92020.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,0.0
2.0,92020.0,1311000.0,Indemnitzacions per fi de contracte,,9.0,1.0,0.0
2.0,92020.0,1430000.0,Personal alliberat,,9.0,1.0,53031.97
2.0,92020.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,6604.56
2.0,92020.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,21261.96
2.0,92020.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,0.0
2.0,92020.0,1510000.0,Gratificacions,,9.0,1.0,20904.15
2.0,92020.0,1530000.0,Nits i festius per conveni,,9.0,1.0,117103.22
2.0,92020.0,1600000.0,Seguretat Social,,9.0,1.0,104464.83
2.0,92020.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,485729.46
2.0,92020.0,1620000.0,Matriculació a cursos de formació,,9.0,1.0,5000.0
2.0,92020.0,1620400.0,Ajuts Socials segons conveni,,9.0,1.0,56747.47
2.0,92020.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,500.0
2.0,92020.0,2210400.0,Subministrament vestuari -,,9.0,2.0,800.0
2.0,92020.0,2220000.0,Serveis de telecomunicacions,,9.0,2.0,300.0
2.0,92020.0,2230607.0,Transport Pla Insular de Formació Continuada,,9.0,2.0,500.0
2.0,92020.0,2260400.0,Despeses Jurídiques,,9.0,2.0,2000.0
2.0,92020.0,2260607.0,Pla Insular de Formació Continuada,,9.0,2.0,27000.0
2.0,92020.0,2260700.0,Assistència a tribunals oposicions i proves selectives,,9.0,2.0,5000.0
2.0,92020.0,2260701.0,Despeses diverses relacionades amb l'organització OPOS,,9.0,2.0,5000.0
2.0,92020.0,2270620.0,Estudis i treballs tècnics.,,9.0,2.0,15000.0
2.0,92020.0,2310000.0,Indemnitzacions per raó del servei. Quilometratge,,9.0,2.0,300.0
2.0,92020.0,2330000.0,Dietes teletreball,,9.0,2.0,20000.0
2.0,92020.0,8300000.0,Préstecs a curt termini,,9.0,8.0,275000.0
2.0,92060.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,20809.3
2.0,92060.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,99767.23
2.0,92060.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,7901.12
2.0,92060.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,50468.47
2.0,92060.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,9937.82
2.0,92060.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,64468.79
2.0,92060.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1363.88
2.0,92060.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,8970.78
2.0,92060.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,19274.31
2.0,92060.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,3555.84
2.0,92060.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,18814.32
2.0,92060.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,2077.2
2.0,92060.0,1600000.0,Seguretat Social,,9.0,1.0,91161.53
2.0,92061.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,16392.9
2.0,92061.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,8196.45
2.0,92061.0,1210000.0,Compl.Destí personal funcionari de carrera,,9.0,1.0,7901.12
2.0,92061.0,1210001.0,Compl.Destí personal funcionari interí,,9.0,1.0,3950.57
2.0,92061.0,1210100.0,Compl.Específic personal funcionari de carrera,,9.0,1.0,9937.82
2.0,92061.0,1210101.0,Compl.Destí personal funcionari interí,,9.0,1.0,4968.91
2.0,92061.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1363.88
2.0,92061.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,681.94
2.0,92061.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,3555.84
2.0,92061.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,1777.92
2.0,92061.0,1600000.0,Seguretat Social,,9.0,1.0,16257.69
2.0,92061.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,4000.0
2.0,92061.0,2260400.0,Despeses jurídiques,,9.0,2.0,12000.0
2.0,92061.0,2269900.0,Despeses diverses,,9.0,2.0,1500.0
2.0,92080.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,15887.37
2.0,92080.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,62520.17
2.0,92080.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,7901.12
2.0,92080.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,25951.32
2.0,92080.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,5918.85
2.0,92080.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,33247.85
2.0,92080.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1085.88
2.0,92080.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,4650.81
2.0,92080.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,1996.2
2.0,92080.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,11801.04
2.0,92080.0,1600000.0,Seguretat Social,,9.0,1.0,52532.95
2.0,92080.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,0.0
2.0,92230.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,91917.28
2.0,92230.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,7220.52
2.0,92230.0,1600000.0,Seguretat Social,,9.0,1.0,31225.41
2.0,92230.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,0.0
2.0,92230.0,2220000.0,Comunicacions,,9.0,2.0,500.0
2.0,92230.0,2240000.0,Assegurançes,,9.0,2.0,0.0
2.0,92230.0,2269900.0,Despeses diverses,,9.0,2.0,500.0
2.0,92230.0,2279900.0,Contracte higiene industrial i medicina del treball,,9.0,2.0,82300.68
2.0,92230.0,2310000.0,Indemnització per raó del servei. Quilometratge,,9.0,2.0,200.0
2.0,92500.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,196125.75
2.0,92500.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,35360.38
2.0,92500.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,98150.41
2.0,92500.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,13340.36
2.0,92500.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,119308.07
2.0,92500.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,16479.63
2.0,92500.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,15774.31
2.0,92500.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,2913.02
2.0,92500.0,1300000.0,Retribucions personal laboral fix,,9.0,1.0,43308.38
2.0,92500.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,34323.6
2.0,92500.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,7395.84
2.0,92500.0,1501000.0,Productivitat personal laboral fix,,9.0,1.0,3697.92
2.0,92500.0,1600000.0,Seguretat Social,,9.0,1.0,160512.41
2.0,92500.0,1600002.0,Malaltia,,9.0,1.0,0.0
2.0,92500.0,1600003.0,Accidents,,9.0,1.0,0.0
2.0,92500.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,0.0
2.0,92500.0,2270600.0,Estudis i treballs tècnics,,9.0,2.0,6000.0
2.0,92500.0,2310000.0,Indemnitzacions per raó del servei. Quilometratges,,9.0,2.0,1500.0
2.0,92900.0,5000000.0,Dotació al Fons de Contingència,,9.0,5.0,200000.0
2.0,93100.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,36392.95
2.0,93100.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,145618.13
2.0,93100.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,21131.12
2.0,93100.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,70794.48
2.0,93100.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,25356.05
2.0,93100.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,72169.5
2.0,93100.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,4716.62
2.0,93100.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,9094.08
2.0,93100.0,1310000.0,Retribucions personal laboral temporal,,9.0,1.0,0.0
2.0,93100.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,5633.04
2.0,93100.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,28538.16
2.0,93100.0,1501001.0,Productivitat personal laboral temporal,,9.0,1.0,0.0
2.0,93100.0,1510000.0,Productivitat personal laboral fix,,9.0,1.0,0.0
2.0,93100.0,1600000.0,Seguretat Social,,9.0,1.0,122643.7
2.0,93100.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,0.0
2.0,93100.0,2200100.0,Subscripcions i publicacions,,9.0,2.0,5000.0
2.0,93100.0,2269902.0,Despeses diverses,,9.0,2.0,1000.0
2.0,93100.0,2302000.0,Indemnitzacions per raó del servei. Dietes,,9.0,2.0,500.0
2.0,93100.0,2310000.0,Indemnitzacions per raó del servei. Quilometratge,,9.0,2.0,500.0
2.0,93300.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,,9.0,1.0,28655.02
2.0,93300.0,1207001.0,Retribucions bàsiques personal funcionari interí,,9.0,1.0,46870.82
2.0,93300.0,1210000.0,Complement destí personal funcionari de carrera,,9.0,1.0,15199.06
2.0,93300.0,1210001.0,Complement destí personal funcionari interí,,9.0,1.0,23634.25
2.0,93300.0,1210100.0,Complement específic personal funcionari de carrera,,9.0,1.0,19748.42
2.0,93300.0,1210101.0,Complement específic personal funcionari interí,,9.0,1.0,41505.02
2.0,93300.0,1210300.0,Altres complements personal funcionari de carrera,,9.0,1.0,1917.0
2.0,93300.0,1210301.0,Altres complements personal funcionari interí,,9.0,1.0,4829.11
2.0,93300.0,1500000.0,Productivitat personal funcionari de carrera,,9.0,1.0,4461.12
2.0,93300.0,1500001.0,Productivitat personal funcionari interí,,9.0,1.0,10758.96
2.0,93300.0,1600000.0,Seguretat Social,,9.0,1.0,62383.63
2.0,93300.0,1600002.0,Malaltia,,9.0,1.0,0.0
2.0,93300.0,1610000.0,Prestacions socials segons conveni,,9.0,1.0,0.0
2.0,93300.0,2120000.0,Manteniment Edificis i altres,,9.0,2.0,15000.0
2.0,93300.0,2130000.0,Manteniment i reparació d'instal.lacions i maquinària,,9.0,2.0,20000.0
2.0,93300.0,2140000.0,Manteniment elements de transport,,9.0,2.0,2500.0
2.0,93300.0,2160000.0,Manteniment equips per a processos d'informació,,9.0,2.0,7000.0
2.0,93300.0,2210300.0,Subministrament combustible,,9.0,2.0,1500.0
2.0,93300.0,2210400.0,Subministrament vestuari,,9.0,2.0,900.0
2.0,93300.0,2220000.0,Comunicacions,,9.0,2.0,850.0
2.0,93300.0,2230000.0,Transports,,9.0,2.0,250.0
2.0,93300.0,2240000.0,Assegurances,,9.0,2.0,38000.0
2.0,93300.0,2250200.0,Tributs entitats locals,,9.0,2.0,2000.0
2.0,93300.0,2260700.0,Oposiciones i proves selectives,,9.0,2.0,0.0
2.0,93300.0,2269902.0,Despeses diverses,,9.0,2.0,1000.0
2.0,93300.0,2279906.0,Prestació de Serveis: Manteniment,,9.0,2.0,320000.0
2.0,93300.0,2279918.0,Prestació de Serveis: Manteniment jardins,,9.0,2.0,10000.0
2.0,93300.0,2279930.0,Prestació de Serveis: Desinsectació,,9.0,2.0,4000.0
2.0,93300.0,6230000.0,"Maquinària, Instal.lacions i estris",,9.0,6.0,10000.0
2.0,93300.0,6250000.0,Adquisició de mobiliari,,9.0,6.0,15000.0
2.0,93300.0,6321000.0,Millores i grans reparacions a centres pluridepartamentals,,9.0,6.0,75000.0
2.0,93300.0,6330000.0,"Reposició maquinària, instal.lacions i estris",,9.0,6.0,10000.0
2.0,93300.0,6410000.0,Aplicacions informàtiques,,9.0,6.0,1750.0
3.0,23100.0,1010000.0,Retribucions bàsiques personal gabinet,3.0,2.0,1.0,94234.54
3.0,23100.0,1207000.0,Retribucions bàsiques personal funcionari de carrera,3.0,2.0,1.0,24036.2
3.0,23100.0,1207001.0,Retribucions bàsiques personal funcionari interí,3.0,2.0,1.0,77756.48
3.0,23100.0,1210000.0,Complement destí personal funcionari de carrera,3.0,2.0,1.0,10497.65
3.0,23100.0,1210001.0,Complement destí personal funcionari interí,3.0,2.0,1.0,32802.88
3.0,23100.0,1210100.0,Complement específic personal funcionari de carrera,3.0,2.0,1.0,8622.52
3.0,23100.0,1210101.0,Complement específic personal funcionari interí,3.0,2.0,1.0,43624.1
3.0,23100.0,1210300.0,Altres complements personal funcionari de carrera,3.0,2.0,1.0,1852.29
3.0,23100.0,1210301.0,Altres complements personal funcionari interí,3.0,2.0,1.0,6065.34
3.0,23100.0,1300000.0,Retribucions personal laboral fix,3.0,2.0,1.0,21300.35
3.0,23100.0,1310000.0,Retribucions personal laboral temporal,3.0,2.0,1.0,59687.46
3.0,23100.0,1500000.0,Productivitat personal funcionari de carrera,3.0,2.0,1.0,4154.4
3.0,23100.0,1500001.0,Productivitat personal funcionari interí,3.0,2.0,1.0,13687.8
3.0,23100.0,1501000.0,Productivitat personal laboral fix,3.0,2.0,1.0,2077.2
3.0,23100.0,1501001.0,Productivitat personal laboral temporal,3.0,2.0,1.0,5552.04
3.0,23100.0,1600000.0,Seguretat Social,3.0,2.0,1.0,122161.18
3.0,23100.0,1610000.0,Prestacions socials segons conveni,3.0,2.0,1.0,0.0
3.0,23100.0,2120000.0,Manteniment Edificis i altres,3.0,2.0,2.0,5000.0
3.0,23100.0,2130000.0,Manteniment i reparació d'instal.lacions i maquinària,3.0,2.0,2.0,5000.0
3.0,23100.0,2130100.0,"Manteniment maquinària, instal.i estris",3.0,2.0,2.0,700.0
